5	2.87654	0	2.5679	0.703704	0	8.49383	0.308642	0	0	0	
3	1.77778	0	15	0	0	6	3	4.66667	0	0	
9	2.5	0	4	0	1.66667	5.83333	1.83333	0	0	0	
11	0	0	4.11538	0	0	0.192308	0	4.23077	0	0.487179	
49	0.782051	1.62821	1.01282	0.717949	0	0.653846	0	1.44872	0	0	
51	1.97436	0.807692	3.85897	0.782051	1.51282	11.4744	0.525641	0	0.410256	0	
15	2.09091	1.54545	6.9697	0.878788	1.0303	13.1212	0	2.81818	2.36364	0	
45	1.5754	1.24603	7.14286	1.20238	2.46825	12.6865	0.611111	3.86508	1.14683	0	
21	3	0	7	0	2	5	1	6.33333	0	0	
17	1.58974	0	4.07692	0.205128	2.16667	0.794872	1.07692	5.58974	0	0	
19	2.39744	0	2.28205	0.282051	0.153846	9.21795	0	1.32051	1.75641	0	
25	1	0	10	2	2	8.83333	0	6.16667	1	1	
23	1.41667	0	5.45833	0.902778	0.930556	9	0	0.944444	0.402778	0	
13	0.871795	0	1.10256	0	0.705128	0	2.73077	0	0	0	
7	1.98718	1.15385	4.12821	0	0.884615	8.70513	0.025641	0.884615	0.717949	0	
27	0	0.884615	0	0	0	0.282051	0	1.97436	0	0	
29	2.22581	1.09677	4.98065	0.470968	1.54839	10.2258	0.819355	3.05161	1.51613	0	
31	3.03846	0.333333	4.74359	0	0.166667	11.7308	0.628205	0	1.80769	0	
33	0	0	3.30769	0	0	0.461538	0	5.35897	0	0	
37	0	0.435897	0	0	0	0	0	4.34615	0	0.461538	
39	1.84615	1.64103	8.05128	1.65385	1.14103	13.4872	1.5	0.217949	1.01282	0	
35	2.88684	0.692105	6.93553	0.318421	1.63684	9.89474	2.72237	5.86579	0.677632	1.21184	
43	3.03846	2.73077	3.26923	0	0	0.269231	1.73077	7	1	0	
41	3.35484	1.34409	2.63441	0.55914	0.827957	7.44086	1.46237	3.83871	0.322581	0	
47	0.923077	0.0769231	0.897436	0	0	8.89744	0	0	0	0	
55	2.96154	0	7.55128	0.730769	0	10.8462	3.0641	0	0.679487	0	
57	0	0.346154	3.65385	0	0.102564	0.5	0	5.28205	0	0	
53	2.31884	0.666667	4.89855	1.31884	0.521739	12.4203	0.652174	0.449275	0.289855	0	
61	3.8	1.03333	5.42917	0.510417	0.4125	9.13229	1.49479	4.75104	0.778125	0.304167	
59	1.03704	0	5.53086	0.777778	0.592593	0.135802	1.08642	6.18519	0	0	
