3	0	0	2.49296	0	0	0.366197	0	3.16901	0	0	
5	0	0	3.94872	0	0	1.73077	0	3.5641	0	0.564103	
55	2.58333	0.916667	3.52778	0	0	6.875	0	0.680556	0	0	
7	3	0	6	0	0	8.66667	2	0	0	0	
33	1.61538	1.11538	3.39744	0.5	1.44872	5.96154	2.61538	0.320513	0.423077	0	
11	2.45098	1.01961	9.23529	0.0392157	0.0588235	12.3922	1.47059	5.31373	0	1.47059	
9	0.0769231	0.230769	3.57692	0	0	0.871795	0	3.02564	0	0.423077	
39	0	0.025641	2.33333	0	0	0	0.269231	0	0	0	
41	1.33333	1.66667	9	0	0	11	0	3.66667	0	2	
13	3.72973	0.486486	7.08108	0	0	10.9459	0	2.91892	0	0	
15	1.94872	0.987179	3.82051	0.474359	1.46154	0.641026	1.47436	0.0384615	0	0	
17	4	0	2.33333	0	0	7	0	5	1	0	
21	1.77778	1.24444	1.97778	0.0111111	1.72222	1.13333	0.811111	0.411111	0	0	
19	2.12821	1.33333	4.84615	1	3.71795	9.48718	0.717949	4.97436	0	0	
45	2.95699	0.537634	10.5591	0	1.41935	11.4194	1.04301	6.29032	0	0	
47	3.72222	1.87778	6.27778	0	0	10.5222	0	5.15556	0	0	
25	1.57692	1.15385	1.25641	0.205128	0.448718	0.884615	2.52564	0.653846	0	0	
23	2.55556	1.44444	7.22222	1	1	8.33333	1.38889	4.33333	1	1	
57	5.22222	2	6	0	1	7.83333	1.22222	2.77778	0	0.166667	
59	3.42308	0.833333	4.19231	0	0.294872	7.80769	0	3.10256	0.282051	1.14103	
27	1	2	2.14286	0.714286	0	1	1	2.57143	0	0	
29	2.01282	0	2.64103	0	0.525641	7.33333	0	0.346154	0.897436	0	
43	0.858586	2.63636	2.18182	0.10101	1.43434	0	3.21212	0.030303	0	0	
31	2.81818	0	2.41414	0	0.737374	8.84848	0	2.54545	0	0	
37	0.846154	0	0.423077	0	0	0.820513	0	3.19231	0	0	
35	2.84444	0.566667	3.53333	1.45556	2.88889	12.9333	0.711111	6.08889	0.811111	0	
51	4	0	1	0	0	6	0	1	0	0	
53	0.397436	1.23077	0	0.871795	0.358974	0	2.37179	0.538462	0.679487	0	
49	7.02703	1.71622	4.21622	0.202703	0.986486	6.89189	2.37838	0.945946	0.27027	0	
