51	0	0	2.74747	0	1.70707	1.30303	1.17172	0	0.323232	0	
53	5.62626	0	1.0101	0	0	8.70707	0	0	0.909091	0	
7	2.53757	0.734104	3.6763	0.549133	2.18497	9.41618	0.526012	2.79191	0.953757	0	
3	4.25	0	4.66667	0	3	6.25	1	0	1.16667	0	
5	0	0.321586	1.54626	0	0	0.876652	0	2.21145	0	0.171806	
15	0.461538	0	1.17949	0.615385	1.4359	8.38462	0.935897	0.461538	0.025641	0	
17	0.423077	0.0128205	0.615385	0	0.525641	1.33333	0.461538	4.41026	0	0.474359	
31	0	0.320513	1.05128	0	0	0	0	4.11538	0	1.26923	
9	1.55645	2.92742	3.3629	0.201613	0.701613	6.16935	0.717742	3.70161	1.17742	0.927419	
43	3.71795	1.55128	0	0	0.551282	10.0256	0	0.589744	0	0	
45	0.796296	3.18519	6.5	0	0.87037	0.425926	2.18519	2	0	0.111111	
13	1.23077	0.0128205	3.23077	0	1.34615	8.85897	0.74359	0.0128205	0.5	0	
11	2.66667	3.08333	5.33333	0	0	7.41667	2.83333	4.25	0.5	0	
47	3.75	0	5.08333	0	0	10.25	0	1.41667	0.75	0	
21	4.61111	1	6.05556	0	0.148148	9.68519	0	4.88889	0	0	
23	0.948718	1.61538	3.11538	0	2.76923	0	2.25641	0.615385	0	0	
19	5.01961	1.41176	4.93137	0	2.56863	8.73529	0.970588	5.47059	0.627451	2.14706	
25	3.66667	0	1.54167	0	1.20833	10.8333	0	0	0	0	
27	0.935897	0.153846	3.69231	0	0	0	0	3.02564	0	0.858974	
35	2.24	0	1.01333	0	0	8.30667	0	0.293333	0.253333	0	
37	0.666667	1	4.16667	0	2	0.5	1	5	0	0	
29	2.64136	1.91599	6.00646	0.324717	0.909532	7.73667	1.59128	3.8433	0.159935	0	
49	0.871795	0.602564	1.74359	0	1.91667	0.897436	1.19231	0.50641	0	0	
33	0	0.0972222	2.61806	0	0	0	0	3.76389	0	0.6875	
41	1.54167	2.25	1	0	1	0	0.375	0	0	0	
39	4.4	1	0.6	0	2.46667	8.5	0	1.73333	0	0	
