19	2.33721	0.593023	5.72093	0.44186	0.744186	11.6744	2.40698	4.53488	2.86047	0.55814	
21	0.708738	0.650485	0.699029	0	0.359223	0.796117	1.75728	0.61165	0.708738	0	
5	2.73611	0.0833333	3.55556	0.0694444	1.80556	7.33333	1.66667	5.125	0	0.416667	
3	3.06796	0.213592	4.5534	0.660194	0.553398	7.86408	0.708738	2.62136	0.708738	0.407767	
23	0.371795	0	2.91026	0	1.51282	6.14103	0.653846	0.782051	0	0	
25	2.62821	2.5	4.33333	0.230769	1.79487	1.61538	0.269231	4.30769	0	0.551282	
7	3.35995	1.87072	5.84411	0.245881	1.31812	8.77947	1.56401	3.06464	1.09886	0.368821	
15	1	2	4.44444	0	0	10.2222	2	1.55556	2	0	
17	0.141026	0	0.910256	0	0.115385	0	1.52564	0.628205	1.61538	0	
9	0.234568	0.567901	2.46914	0.358025	0	0	0	1.4321	0	0.481481	
11	3.47222	1.26389	1.81944	0	0	7.22222	0	1.18056	0.888889	0	
13	4.83333	0	5	1	0	6.66667	0	1.83333	1	0	
27	3.82609	0.844394	9.61098	0.627002	1.86499	6.88101	0.704805	4.08924	0.450801	0.189931	
