3	1	0	3.16667	0	0	4.33333	0	0	0	0	
5	1.03846	0.576923	1.97436	0	0.230769	0.128205	0.25641	0	0.294872	0	
9	3.39394	0.212121	1.40909	0	0.0454545	7.10606	0	0	0.30303	0	
7	2.71875	1.52083	2.98958	0.385417	0	5.21875	0	6.60417	0	0.0104167	
15	0.537634	1.37634	3.53763	0.569892	0.526882	8.29032	0.935484	0.139785	1	0.182796	
13	1.90278	1.65278	2.84722	0	0.763889	3.41667	0.736111	0.958333	1.52778	0	
11	1	0.416667	4	1	0	5.41667	0.166667	1.08333	1	0	
89	2	4	7	1	1	5	1	5	1	1	
91	0	0.376344	3.50538	0.451613	0	0.688172	0	5.7957	0	0	
117	3.46825	1.07937	3.3254	0	0.373016	9.96032	1.50794	0.84127	1.10317	0	
17	0	0	2.65079	0.579365	0	1.15873	0	2.04762	0	1.15079	
21	2.21429	1.45238	3.78571	0.785714	2	13.1667	0	0.690476	0	0	
19	2.7803	1.37879	5.0303	0.30303	2.21212	11.9015	1.10606	3.59091	0.939394	0	
131	0.884615	0.0128205	1.55128	0.0512821	0.705128	10.3718	0	0.564103	0	0	
133	0.491228	1.14035	1.15789	0	0.684211	1.49123	0.684211	0	0	0	
25	0.353535	0.666667	3.18182	0.525253	0	0	0	1.06061	0.252525	0	
23	0	1.33333	3.28571	1	0	1.90476	1	2.42857	0	0	
71	0	0	1.05128	0	0	0.615385	0	2.75641	0.423077	0	
73	3.52564	3.19231	3.11538	0.782051	1.98718	9.9359	0.961538	0.807692	0	0.384615	
27	5	1.92982	2.94737	0.210526	3.68421	9.29825	1.15789	5.75439	1.03509	0.473684	
93	3.82716	1.90741	8.11111	0.45679	1.62963	8.41358	2.12963	4.14815	0.938272	0.506173	
33	2.70115	2.52299	5.35057	1.23563	2.34483	9.1092	0.614943	2.25862	0	0	
29	1.55556	2.37037	5.21296	0.666667	0.75	1.84259	1.55556	2.75926	0	0	
31	2.98148	0	2.05556	0	0	4.87963	0	0	0	0	
77	0	0.282051	3.94872	0.935897	0	0.897436	0	3.66667	0	0	
79	1.4359	1.96154	2.67949	0.24359	1.08974	3.17949	1.35897	0.0769231	0.474359	0.705128	
35	2.36538	2.92308	6.25962	0.701923	1.36538	6.375	2.72115	5.05769	0.625	0.403846	
37	0.395062	1.08642	1.20988	0	2.87654	0.123457	2.04938	0.592593	0	0	
39	0.339506	0.444444	1.53704	1.14815	1.99383	0.833333	2.10494	0	0.45679	0.141975	
81	0.98913	1.66304	3.1087	1.03261	1.98913	0.815217	1.21739	4.51087	0.163043	1.1087	
83	0	0.269231	0.346154	0.717949	0	0.448718	0	2.67949	0	0.192308	
43	2.77778	3	5.11111	1	3.44444	8	3.77778	0	2	0	
41	1	2	2	1	3	0.666667	3	0	1	0	
49	2.40741	0.185185	6.33333	0	1.66667	6.44444	1.03704	6.66667	0.777778	0	
45	1.34641	0.954248	2.28758	0.477124	0	6.16993	0	4.46405	0.267974	0	
47	0.398693	0.20915	1.3268	0.836601	2.53595	0.522876	2.26144	0.457516	0.660131	0	
129	0.505376	0.672043	1.93548	0	2.04301	0.860215	1.44086	0.903226	0	0	
51	0	0	1.87179	0	0	0.5	0	3.30769	0	0	
53	7.53846	2.11538	3.34615	0.576923	3.17949	4.11538	1.21795	3.03846	0.205128	0	
57	3.34409	0	2.88172	0	0	3.65591	0.526882	0.408602	0.709677	0	
55	1.83333	1.7963	2.58333	0	0	7.88889	0	5.06481	0.574074	0	
99	1.66667	1.28986	3.34783	0	0	5.36232	0.347826	4.14493	0.115942	0.449275	
101	0	2.5	0	0	0	2	0	2.91667	0	0	
61	0	0.923077	1.37179	0	0	0.448718	0	3.48718	0	0	
59	0	3	3	0	6	4	1	3	0	0	
63	0	0	4.16667	0	0	0.897436	0	0.717949	0	0.705128	
65	1.66667	1	2	0	0	12.3333	0	1	0	0	
69	0.685185	0.166667	4.96296	0	0	10.2037	0	3.16667	0	0	
67	0	0	4.30769	0.0641026	0	1.69231	0	1.58974	0	0	
107	5.33333	2	6	2	4.08333	6.66667	2	5.83333	0	0.666667	
109	0.263158	1.87719	3.42105	0.701754	1.68421	2.59649	0.754386	5.75439	0	0	
127	2.52632	0.526316	2.97895	0	0.642105	8.50526	0.0210526	0	0.463158	0	
75	1.37179	0	0.897436	0.551282	0.820513	9.62821	0	1.20513	0.935897	0.589744	
85	0	2	3.52381	0	0	1	1.66667	0	0	0	
87	2.5	0.897436	6.57692	0.358974	1.5641	5.62821	0	4.37179	0.397436	1.03846	
97	2.16667	0	2.71795	1.35897	1.20513	0.333333	2.67949	0.987179	0	0	
95	2.5461	0.794326	8.5461	2.04255	0.0567376	9.83688	2.70922	4.58865	0.48227	0.51773	
119	0.352941	0.176471	6.76471	0	1.17647	14.7353	3.5	4.38235	0	2.23529	
121	0.769231	0.705128	4.65385	0	0.858974	9.88462	0.474359	4.20513	1.30769	0.525641	
105	2.40351	0.894737	7.68421	0	0.666667	5.49123	1.57895	2	0.894737	0.333333	
103	4	0.766667	2.81667	0	0.583333	6.78333	1.28333	0.283333	1.58333	0	
115	3.47619	1.71429	5.28571	0.761905	3	5.47619	0.285714	4.52381	0.333333	0.047619	
111	2.4386	1.21053	4.52632	0.157895	2.01754	5.61404	2.85965	2.61404	0	0	
113	0	0	1.07692	0	0	1.62821	0	4.64103	0	0.923077	
125	2.94692	0.847603	7.51027	0.607877	2.22603	10.6678	1.41267	3.88185	0.547945	0.126712	
123	0.794872	2.29487	3.80769	0.0897436	0.358974	1.07692	1.19231	0.858974	2.38462	0	
