9	1.83721	1.76744	6.45349	0	0.55814	9.37209	1.77907	5.0814	1.12791	0	
11	2.28205	0.961538	1.39744	0	0.320513	0.615385	1.11538	0.141026	0	0	
5	4.51515	0	5.24242	0	0.424242	7.57576	1.63636	1.51515	1	0	
3	3.21795	1.66667	6.24359	0	0	6.69231	0	2.66667	0.910256	0	
17	2.25641	0.974359	3.96154	0.333333	0.75641	1.28205	0.884615	3.23077	0	0	
19	4.01282	0.897436	2.17949	0	0	6.46154	0	0.525641	0.179487	0	
15	1.92398	0.877193	5.30409	0	0.25731	6.68421	0.426901	4.9883	0.760234	0.561404	
7	0.204678	0.964912	1.60819	0	0.426901	1.99415	1.90058	0.573099	0.497076	0	
29	5.05952	3.46429	6.91667	0	0.797619	6.7619	1.46429	3.39286	1.02381	0	
31	1.24359	2.23077	5.88462	0.679487	1.42308	1.97436	0.294872	4.96154	0	0.769231	
13	3.96154	0.705128	2.29487	0	0.615385	7.25641	0	0	0.423077	0	
21	5.06667	3.25833	8.64167	0.775	0.95	9.25833	0.608333	5.61667	0.458333	0.316667	
25	3.30769	0.794872	8.88462	0.487179	0.307692	9.34615	0	4.88462	0.141026	0.615385	
27	0	0.807692	0.423077	0.448718	1.0641	1.14103	0.0769231	0.0128205	0	0	
23	6.04545	0.75	9	1.65909	2.11364	13	2	6.86364	1	0	
