3	0	0.450617	3.75926	0	0	0.450617	0	2.66667	0	0.382716	
5	3.21505	0.0322581	6.37634	1.06452	0.55914	7.69892	0.634409	4.70968	1.67742	0.0215054	
9	0	0	6	1	1	8.11111	1	2	2	0	
7	0.846154	0	3.34615	0	0	6.66667	0	0.0897436	0.410256	0	
15	3.91667	1.34259	3.40741	0.962963	0.333333	9.83333	1.35185	0.166667	1.62037	0	
11	6.46296	0	0.833333	0.722222	0	4.05556	0	0.981481	0.814815	0	
13	2.07778	1.9	1.21111	0.0333333	1.71111	0.111111	0.788889	0	0.166667	0	
25	3.74359	0	3.38462	0	0.333333	6.66667	0.820513	1.20513	0.820513	0	
27	0.910256	1.38462	1.26923	0	2.58974	0.179487	1.85897	0	0.641026	0	
17	6.07242	1.41783	7.29248	0	2.20891	8.81616	1.47911	1.98886	1.77716	0	
21	1.71014	0.507246	1.14493	0.681159	0.666667	0.405797	0.623188	0	0.188406	0	
23	0.115385	0.025641	2.26923	0	0	0.551282	0	4.66667	0	0.935897	
19	3	0.666667	4	1	0	0	1.44444	6.77778	0	0	
31	6.1	2.03333	4.6	0	1.23333	6.73333	4.2	2.4	2.83333	0	
29	6.83333	0	1.97222	0.944444	0.472222	4.22222	0	2.11111	0.75	0	
33	3.8	1.03333	5.42917	0.510417	0.4125	9.13229	1.49479	4.75104	0.778125	0.304167	
